Title,Abstract,Author Keywords,Index Keywords
Big learning data analytics support for engineering career readiness,"21st Century education develops professional competencies such as lifelong learning, critical thinking and creativity. Learning analytics (LA) and Big Data approaches are emerging to discover readiness patterns of higher education learners towards embracing these competences. To supplement formal education into building these career-oriented habits, a portal application is proposed by feeding data streams gathered from learners throughout their higher-education lifetime, into an analytics engine that reveals levels of professional competencies achievement and tells learners how to increase their career readiness. Big Data techniques are used to gather and cluster data streams, whereas LA techniques examine these data to derive levels of career readiness, which guide higher education learners into a successful career path. The proposed methodology starts by defining and validating standard career disposition criteria inspired from education psychology literature. These intangible disposition indicators and other career-oriented data are stored in a data warehouse for further aggregation and analysis, to evaluate similarities among career patterns and to cluster individuals whose career prospects are deemed similar, into a community of practice (CoP). We synthesize this novel online social structure as a result of the proposed portal processes to augment formal education with a virtual learning environment. This informal classroom-like structure is supervised by a professional mentor to bridge diverse viewpoints and instill a joint effort to leverage future workforce developments. CoP also provides indicators and means to intervene in order to positively affect career readiness. © 2014 IEEE.",Big Data; career readiness; community of practice; Learning analytics,Big data; Coefficient of performance; Computer aided instruction; Data Analytics; Data warehouses; E-learning; career readiness; Community of practice; Engineering careers; Learning analytics; Life long learning; Professional competencies; Virtual learning environments; Workforce development; Professional aspects
Application of Machine Learning and Big data Analytics in Pharmacovigilance and Drug Safety,"Machine learning technique is revolutionizing in all stages of drug discovery and developments starting from drug design, pivotal clinical trials to clinical practice. Application of machine learning techniques and big data analytics for looking upon the unintended effects of new or commonly prescribed medicines would enhance new technical approaches to generate and test 'signals' related to drug safety. It would craft as a path finder for pharmacovigilance resources, time, and skills for transforming the efforts from a volume-based focus to a value-based focus. This article provides a comprehensive overview of the current scenario of pharmacovigilance programme, the importance of real world data, and machine learning analytics in the conduct of pharmacovigilance for better reproducibility and reliability. Precise and in-depth evaluation and prediction of drug safety database using machine learning techniques were also discussed in this paper. The utilization of these techniques in pharmacovigilance programme will improve its accuracy and reproducibility, and will boost this drug safety surveillance system's role as a pillar in patient safety. © 2019 IEEE.",big data; drug safety; machine learning; pharmacovigilance; predictive analytics,Big data; Controlled drug delivery; Data Analytics; Intelligent computing; Learning algorithms; Learning systems; Machine learning; Predictive analytics; Clinical practices; Depth evaluations; Drug safety; Machine learning techniques; Patient safety; Pharmacovigilance; Reproducibilities; Surveillance systems; Drug products
Digital analytics in professional work and learning,"ABSTRACT: In a wide range of fields, professional practice is being transformed by the increasing influence of digital analytics: the massive volumes of big data, and software algorithms that are collecting, comparing and calculating that data to make predictions and even decisions. Researchers in a number of social sciences have been calling attention to the far-reaching and accelerating consequences of these forces, claiming that many professionals, researchers, policy-makers and the public are just beginning to realise the enormous potentials and challenges these analytics are producing. Yet, outside of particular areas of research and practice, such as learning analytics, there has been little discussion of this to date in the broader education literature. This article aims to set out some key issues particularly relevant to the understandings of professional practice, knowledge and learning posed by the linkages of big data and software code. It begins by outlining definitions, forms and examples of these analytics, their potentialities and some of the hidden impact, and then presents issues for researchers and educators. It seeks to contribute to and extend debates taking place in certain quarters to a broader professional education and work audience. © 2015 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",algorithms; big data; Digital analytics; learning; professional practice; software,
ARCS-assisted teaching robots based on anticipatory computing and emotional Big Data for improving sustainable learning efficiency and motivation,"Under the vigorous development of global anticipatory computing in recent years, there have been numerous applications of artificial intelligence (AI) in people's daily lives. Learning analytics of big data can assist students, teachers, and school administrators to gain new knowledge and estimate learning information; in turn, the enhanced education contributes to the rapid development of science and technology. Education is sustainable life learning, as well as the most important promoter of science and technology worldwide. In recent years, a large number of anticipatory computing applications based on AI have promoted the training professional AI talent. As a result, this study aims to design a set of interactive robot-assisted teaching for classroom setting to help students overcoming academic difficulties. Teachers, students, and robots in the classroom can interact with each other through the ARCS motivation model in programming. The proposed method can help students to develop the motivation, relevance, and confidence in learning, thus enhancing their learning effectiveness. The robot, like a teaching assistant, can help students solving problems in the classroom by answering questions and evaluating students' answers in natural and responsive interactions. The natural interactive responses of the robot are achieved through the use of a database of emotional big data (Google facial expression comparison dataset). The robot is loaded with an emotion recognition system to assess the moods of the students through their expressions and sounds, and then offer corresponding emotional responses. The robot is able to communicate naturally with the students, thereby attracting their attention, triggering their learning motivation, and improving their learning effectiveness. © 2020 by the authors.",Anticipatory computing; ARCS model; Artificial intelligence; Emotional big data; Robot-assisted teaching; Sustainable learning,
Advancement and research trends of smart learning environments in the mobile era,"Currently, the rapid development of modern technologies has been influencing and changing every aspect of our society, in an attempt to make our lives more convenient and intelligent. Constructing and applying Smart Learning Environments (SLEs) is such an effort to offer learners personalised learning experiences both effectively and efficiently. In the past half century, a steady development in the literature on SLEs has been identified. Moreover, most studies have been conducted in the fields of computer science, engineering, mathematics and social science. In the meantime, several technological components of SLEs have been identified as follows: overall, dynamic and open models of learners, mobile technologies and innovative technologies, intelligent cloud service, educational big data and learning analytics. Some salient pedagogical affordances of SLEs have also been presented, such as personalised learning content and paths, cognitive guiding, developing highorder abilities, facilitating diverse learning modes, and fostering autonomous learning and lifelong learning abilities. Finally, several future developmental trends or suggestions are proposed, such as taking learners' self-assessments into consideration when making decisions on personalised guiding, investigating the implementation of strategies and the application effects of the mixed learning modes based on SLEs in different teaching contexts, and so on. © 2020 Inderscience Enterprises Ltd.",Educational big data; Learning analytics; Mobile learning; Smart learning environments; Trend analysis,
Connecting learning analytics with learning research: the role of design-based research,"This paper argues that learning analytics (LA) can make contributions to learning research, in addition to aiming for improvements in learning and teaching practices in a solely applied sense. Indeed, there is potential for transforming learning research if certain approaches developed in LA were used more extensively to study learning. The potential to advance learning research is explored along four dimensions: (1) data quantity, (2) longitudinal data, (3) data from multiple levels, and (4) data from multiple locations. This is followed by a description of how design-based research as practised in the learning sciences can serve as a bridge to LA, and how it would transform LA into a methodology that is also useful for advancing theories and models of learning. © 2016, © 2016 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",big data; design-based research; learning analytics; learning sciences; methodology,
Combining event- and variable-centred approaches to institution-facing learning analytics at the unit of study level,"Purpose: The purpose of this paper is to demonstrate the utility of combining event-centred and variable-centred approaches when analysing big data for higher education institutions. It uses a large, university-wide data set to demonstrate the methodology for this analysis by using the case study method. It presents empirical findings about relationships between student behaviours in a learning management system (LMS) and the learning outcomes of students, and further explores these findings using process modelling techniques. Design/methodology/approach: The paper describes a two-year study in a Chilean university, using big data from a LMS and from the central university database of student results and demographics. Descriptive statistics of LMS use in different years presents an overall picture of student use of the system. Process mining is described as an event-centred approach to give a deeper level of understanding of these findings. Findings: The study found evidence to support the idea that instructors do not strongly influence student use of an LMS. It replicates existing studies to show that higher-performing students use an LMS differently from the lower-performing students. It shows the value of combining variable- and event-centred approaches to learning analytics. Research limitations/implications: The study is limited by its institutional context, its two-year time frame and by its exploratory mode of investigation to create a case study. Practical implications: The paper is useful for institutions in developing a methodology for using big data from a LMS to make use of event-centred approaches. Originality/value: The paper is valuable in replicating and extending recent studies using event-centred approaches to analysis of learning data. The study here is on a larger scale than the existing studies (using a university-wide data set), in a novel context (Latin America), that provides a clear description for how and why the methodology should inform institutional approaches. © 2017, © Emerald Publishing Limited.",Data; e-Learning; Educational administrative data processing; Latin America; Learning analytics; Universities,
Analysis of student behavior in learning management systems through a Big Data framework,"In recent years, learning management systems (LMSs) have played a fundamental role in higher education teaching models. A new line of research has been opened relating to the analysis of student behavior within an LMS, in the search for patterns that improve the learning process. Current e-learning platforms allow for recording student activity, thereby enabling the exploration of events generated in the use of LMS tools. This paper presents a case study conducted at the Catholic University of Murcia, where student behavior in the past four academic years was analyzed according to learning modality (that is, on-campus, online, and blended), considering the number of accesses to the LMS, tools employed by students and their associated events. Given the difficulty of managing the large volume of data generated by users in the LMS (up to 70 GB in this study), statistical and association rule techniques were performed using a Big Data framework, thus speeding up the statistical analysis of the data. The obtained results are demonstrated using visual analytic techniques, and evaluated in order to detect trends and deficiencies in the use of the LMS by students. © 2018 Elsevier B.V.",Apriori algorithm; Big data; E-learning analytics; Learning management systems; MapReduce; Student behavior,E-learning; Education computing; Information management; Students; Analytic technique; Apriori algorithms; E-learning platforms; Learning management system; Learning modalities; Learning process; Map-reduce; Student behavior; Big data
Analysis of teamwork dialogue: A data mining approach,"With the advent of the Internet and wide-spread popularity of online technology-enhanced learning platforms, many pedagogical activities today involve learners in online discussions such as synchronous chat. In this study, we describe a text mining method used for analyzing teamwork from such chat dialogue of students. The steps in the text mining method such as pre-processing and classification are described and the results of our analysis are presented in this paper. © 2016 IEEE.",chat; dialogue; learning analytics; teamwork; text mining,Data mining; E-learning; Online systems; Text processing; chat; dialogue; learning analytics; teamwork; Text mining; Big data
Millipede: Die-stacked memory optimizations for big data machine learning analytics,"The technology-push of die stacking and application pull of Big Data machine learning analytics (BMLA) have created a unique opportunity for processing-near-memory (PNM). This paper makes four contributions: (1) While previous PNM work explores general MapReduce workloads, we identify three application characteristics of most BMLAs: (a) irregular-And-compute-light (i.e., perform only a few operations per input word which include data-dependent branches and indirect memory accesses); (b) compact (i.e., the relevant portion of the input data and the intermediate live data for each thread are small); and (c) memory-row-dense (i.e., process the input data without skipping over many bytes). These characteristics, except for irregularity, are necessary for bandwidth-And energy-efficient PNM, irrespective of the architecture. (2) Based on these characteristics, we propose memory optimizations for a 'sea of simple MIMD cores (SSMC)' PNM architecture, called Millipede, which (pre) fetches and operates on entire memory rows to exploit BMLAs' row-density. Instead of this row-oriented access and compute-schedule, traditional multicores opportunistically improve row locality while fetching and operating on cache blocks. (3) Millipede employs well-known MIMD execution to handle BMLAs' irregularity, and sequential prefetch of input data to hide memory latency. In Millipede, however, one corelet prefetches a row for all the corelets which may stray far from each other due to their MIMD execution. Consequently, a leading corelet may prematurely evict the prefetched data before a lagging corelet has consumed the data. Millipede employs cross-corelet flow-control to prevent such eviction. (4) Millipede further exploits its flow-controlled prefetch for frequency scaling based on coarse-grain compute-memory rate-matching which decreases (increases) the processor clock speed when the prefetch buffers are empty (full). Using simulations, we compare PNM architectures to show that Millipede improves performance and energy, by 135% and 27% over a GPGPU with prefetch, and by 35% and 36% over SSMC with prefetch, when all three PNM architectures use the same resources (i.e., number of cores and on-processor-die memory) and identical die-stacking. © 2018 IEEE.",Big Data; Machine Learning; Processing Near Memory; Row oriented,Artificial intelligence; Dies; Dynamic frequency scaling; Energy efficiency; Input output programs; Learning systems; Memory architecture; Parallel processing systems; Program processors; Big-data machines; Energy efficient; Frequency-scaling; Memory latencies; Memory optimization; Processor clock speed; Row oriented; Technology pushes; Big data
Student-centric learning analytics: Putting analytics into the hands of students,"Learning Analytics is growing rapidly across Higher Education institutions across the globe. There are some software solutions to learning analytics which are mainly focusing on intervention, retention and resource allocation, driving institutions to collect and analyse data at an institutional level. Such data only provides a small window into a student and how they spend their time learning. Institutions link progression to specific interactions and neglect students’ self-study, any social factors and any individual learning needs. Therefore, this paper is looking at Learning Analytics and how data can help each student individually. To achieve this, the data should examine and analyse a student providing intuitive data that can be used to reflect and alter learning behaviour. The proposed solution is more than just contributing to a data-driven education system allowing students to add learning activities, set personal targets and interact with members of staff during sessions; this enhances students self-regulated learning skills and their engagement while providing a clearer picture of a student’s learning behaviour. © 2019 CEUR-WS. All rights reserved.",Analytics; Big data; Higher education; Learning analytics; Student engagement,Big data; Analytics; Higher education; Higher education institutions; Individual learning; Learning analytics; Self-regulated learning; Specific interaction; Student engagement; Students
Applying learning analytics for improving students engagement and learning outcomes in an MOOCs enabled collaborative programming course,"As information technology continues to evolve rapidly, programming skills become increasingly crucial. To be able to construct superb programming skills, the training must begin before college or even senior high school. However, when developing comprehensive training programmers, the learning and teaching processes must be considered. In order to improve the students' learning outcome and engagement in programming course, this study applied learning analytics into the proposed massive online open courses (MOOCs) enabled collaborative programming course. Through the proposed learning activity, instructors receive a monthly report that explains which students are at risk and in need of timely intervention. This study conducted an experiment to evaluate the effectiveness of the proposed learning activity. Students in the experimental group received learning interventions from an instructor according to the result of learning analytics, and students in the control group received interventions according to the instructor's observation. The data for this study were collected over 10 weeks at a university in Taiwan. The result indicated that the proposed programming course with learning analytics improved students' learning outcomes and levels of engagement. © 2017 Informa UK Limited, trading as Taylor & Francis Group.",big data analytics; collaborative programming; Learning analytics; MOOCs; self-regulated learning,
Next-term student grade prediction,"An enduring issue in higher education is student retention to successful graduation. To further this goal, we develop a system for the task of predicting students' course grades for the next enrollment term in a traditional university setting. Each term, students enroll in a limited number of courses and earn grades in the range A-F for each course. Given historical grade data, our task is to predict the grades for each student in the courses they will enroll in during the next term. With this problem formulation, the next-term student grade prediction problem becomes quite similar to a rating prediction or next-basket recommendation problem. The factorization machine (FM), a general-purpose matrix factorization (MF) algorithm suitable for this task, is leveraged as the state-of-the-art method and compared to a variety of other methods. Our experiments show that FMs achieve the lowest prediction error. Results for both cold-start and non-cold-start prediction demonstrate that FMs can be used to accurately predict in both settings. Finally, we identify limitations observed in FMs and the other models tested and discuss directions for future work. To our knowledge, this is the first study that applies state-of-the-art collaborative filtering algorithms to solve the next-term student grade prediction problem. © 2015 IEEE.",cold-start; educational data mining; factorization machines; grade prediction; matrix factorization; recommender system; regression,Collaborative filtering; Data mining; Education; Education computing; Factorization; Forecasting; Matrix algebra; Recommender systems; Students; Cold start; Educational data mining; Factorization machines; Grade predictions; Matrix factorizations; regression; Big data
Integrating Learning Analytics for higher-order thinking e-Assessments,"This paper attempts to understand the broader implications for integrating learning analytics in e-learning systems. This is also the commencement of a collaborative effort for developing research bases around learning analytics between the University of Mauritius and the University of KwaZulu-Natal. The focus on e-Assessments is deliberate: The tendancy in both our universities to appraise student learning as summative and quantitative does not reflect contemporary workplace and scholarly needs where learning processes are more valuable than outcomes. The necessity for epistemological rethinking and developing systems based on contextual requirements is important, whether it is related to curriculum development or workshop organisation or even conducting a class. After a survey of the literature on the potentials and hypes around learning analytics, we look towards the literature linking learning analytics, data mining and e-Assessment for educators to interface more effectively and efficiently with the LMS platform. We conclude this concept-paper with a workshop outline which can help educational technologists organise practical, sustainable and meaningful hands-on sessions with educators. © 2015 IEEE.",Big data; Data mining; E-Assessments; Higher order thinking skills (HOTS); Learning analytics,Curricula; Data mining; Distributed computer systems; E-learning; Education; Contextual requirements; Curriculum development; E assessments; Higher order thinking skills; Higher-order thinkings; Learning analytics; Learning process; Workshop organisations; Big data
Endless horizons? Addressing current concerns about learning analytics,"A few years after the emergence of learning analytics as a relevant topic in educational research, which has been accompanied by several publications devoted to the theme, we still see how the different topics seem to alternate both converging and diverging trends. Thus, whereas sometimes different approaches seem to converge into the study of the same issue or situation, other times the same approaches are applied to solve different problems in a divergent way. This situation becomes more complex with the added inclusion of new technological advances and analysis techniques, as a result of which the extension of the scope of learning analytics as a discipline may be perceived as endless or boundless. This is an introduction to the Track on Learning Analytics within the Technological Ecosystems for Enhancing Multiculturality 2015 Conference, which aims to address some of the current concerns on learning analytics and help clearing the horizon. This introductory paper provides an overview of the rationale of the track's proposal, including different topics open for discussion; the introduction is followed by an insight of the submission management and participants' selection process. Then, a detailed summary of the manuscripts accepted for participation in the conference is presented. © 2015 ACM.",Big Data; Common Frameworks; Decision Making; Ethical Issues; Integration; Learning Analytics; Tiny Data,Decision making; Ecology; Ecosystems; Integration; Analysis techniques; Common Frameworks; Educational research; Ethical issues; Learning Analytics; Technological advances; Tiny Data; Big data
The Current State of Analytics: Implications for Learning Management System (LMS) Use in Writing Pedagogy,"Amid the burgeoning interest in and use of academic and learning analytics through learning management systems (LMS), the implications of big data and their uses should be central to computers and writing scholarship. In this case study we describe the UMN Canvas LMS experience in such as way so that writing instructors might become more familiar with levels of access to academic and learning analytics, more acquainted with the analytical capabilities in LMSs, and more mindful of implications of learning analytics stemming from LMS use in writing pedagogy. We provide a historical account on the development and infusion of LMS in writing pedagogy and demonstrate how these systems are affecting the way computers and composition scholars consider writing instruction and assessment. We then respond critically to the collection of data drawn from the authors’ use of these systems in on-campus and online teaching. We conclude with implications for writing pedagogy along with a matrix for addressing ethical concerns. © 2020 Elsevier Inc.",Academic and learning analytics; Access; Learning management systems; Student privacy; Writing pedagogy,
Using Synthetic Data Generators to Promote Open Science in Higher Education Learning Analytics,"Data sharing is a common contribution to open science. The creation of open datasets can speed up research advancements by allowing researchers to focus efforts on developing and validating analytical techniques, rather than on obtaining data. Open datasets also allow researchers to benchmark new analytical approaches against a known standard, and increase the reproducibility of research. The field of higher education learning analytics could benefit from the creation of open, shared datasets on higher education students as these data do not currently exist in open and accessible formats. Here, we propose the use of synthetic data generators to create open access versions of student data. Synthetic datasets have an advantage over real data, as private student data is protected by federal laws. We compare the characteristics of the synthetic data to the original data and illustrate a model for how the synthetic data can be leveraged for developing and optimizing a common learning analytics algorithm. © 2019 IEEE.",collaborative research; learning analytics; open science,Big data; Education computing; Open Data; Students; Analytical approach; Collaborative research; Higher education; Higher education students; learning analytics; Open science; Reproducibilities; Synthetic datasets; Data Sharing
Invideo—a novel big data analytics tool for video data analytics and its use in enhancing interactions in cybersecurity online education,"Analyzing video data, a major format of unstructured data, is an emerging area in big data analytics evidencing an increasingly prominent trend in current efforts to harness data from and build new environments and cultures of digital learning and many other areas. However, challenges in video data analysis are often not addressed due to their complexity and challenges in penetrating into videos. In this paper, we present a novel system—inVideo for video data analytics, and its use in learning analytics as the field strives toward new cultures of learning in the digital realm involving large quantities of video data in MOOCs.inVideo is able to analyze video content automatically without the need for the initial viewing by human. Using a highly efficient video indexing engine we developed, the system is able to analyze both language and video frames. The index engine works in two ways: it identifies keywords and language patterns in the audio, and identifies objects and individuals in each frame based on reference files, pictures or knowledge. The time-stamped commenting and tagging features make it an effective tool for increasing interactions in online learning and social networking systems.Experiments show that inVideo presents an efficient tool to begin to address the challenge of initial data selection and reduction for analysis that could be used in multiple applied and empirical settings for learning technology research and increase interactions in online learning. With the data we tested, interactions in in online classes increased seven times across 24 classes program-wide. © 2014 WIT Press.",Assessment; Big data; Learning analytics; MOOCs; video index,Assessment; Cyber security; Data analytics; Learning analytics; MOOCs; On-line education; Video data; Video indices; Language patterns; Learning technology; Social networking systems; Video data analysis; Big data; Computational linguistics; Computer graphics; Distance education; E-learning; Engines; Indexing (of information); Online systems; Software testing; Video recording
Developing SMART educational cloud environment on the basis of adaptive massive open online courses,"The use of adaptive massive open online courses (MOOCs) in the educational process of students contributes to the expansion of ways to implement personalized learning. The development of new approaches and intellectual methods for this area is a priority. Based on the developed approaches, it is possible to build individual educational paths in MOOCs. The analysis showed that the development of new intellectual methods for providing complex personalization in the SMART educational cloud environment requires further research and scientific justification. The development of this direction will ensure the implementation of the most important didactic principles: individualization, differentiation and adaptability. In this paper we summarize the approaches and methods used to provide personalization in the MOOC. In our research model of the adaptive MOOC architecture is presented. It includes describing of the following main components: «Database Student», «Database Course», «Database Learning Process», «MOOC Intelligent System», «Personal Learning Path». The interconnection of the processes of these components is based on Big Data processing and analysis, using the methods Data Analysis, Learning Analytics, Education Data Mining. © 2018 for the individual papers by the papers' authors. All rights reserved.",Adaptive learning; Cloud computing; Massive open online courses; МOOC,Big data; Cloud computing; Curricula; Data handling; Data mining; Database systems; Education computing; Intelligent systems; Students; Adaptive learning; Cloud environments; Educational process; Learning analytics; Learning process; Massive open online course; Personal learning; Personalized learning; E-learning
Strategies for data and learning analytics informed national education policies: The case of Uruguay,"This work provides an overview of an education and technology monitoring system developed at Plan Ceibal, a nationwide initiative created to enable technology enhanced learning in Uruguay. Plan Ceibal currently offers one-to-one access to technology and connectivity to every student and teacher (from primary and secondary education) as well as a comprehensive set of educational software platforms. All these resources generate massive amounts of data about the progress and style of students learning. This work introduces the conceptual framework, design and preliminary results of the Big Data Center for learning analytics currently being developed at Plan Ceibal. This initiative is focused on exploiting these datasets and conducting advanced analytics to support the educational system. To this aim, a 360 degrees profile will be built including information characterizing the user's online behavior as well as a set of technology enhanced learning factors. These profiles will be studied both at user (e.g., student or teacher) and larger scale levels (e.g., per school or school system), addressing both the need of understanding how technology is being used for learning as well as to provide accurate feedback to support evidence based educational policies. © 2017 ACM.",Big data; Education policies; Plan Ceibal; Technology enhanced learning,Behavioral research; Big data; Education; Students; Teaching; Conceptual frameworks; Education policies; Educational software; Educational systems; Plan Ceibal; Primary and secondary education; Technology enhanced learning; Technology monitoring; Engineering education
Performance Evaluation of a MapReduce Hadoop-Based Implementation for Processing Large Virtual Campus Log Files,"Cloud computing technologies are bringing new scales of computational processing power and storage capacity to meet very demanding requirements of today's applications. One such family of applications is the one of analytics based on processing big data. More specifically, there is a large family of analytics applications from processing log data files. Indeed, log data files are commonplace in many Internet-based systems and applications, comprising system logs, server logs, application logs, databases logs, user activity logs, etc. These applications are analytics oriented applications based on processing the various types of log files. While log data file processing has been recently an issue of investigation by many researchers and developers, the new feature is that of scale: Cloud based systems can enable processing unlimited amount of data either off-line or online in streaming mode. In this work we evaluate the performance of a MapReduce Hadoop-based implementation for processing large log data files of a Virtual Campus. The study aims to reveal the potential of using such implementations as a basis for learning analytics for use by a variety of users in a Virtual Campus. © 2015 IEEE.",Big Data; Cloud Computing; Hadoop; Learning Analytics; Log Files; MapReduce; Massive Processing; Mining; Performance; Virtual Campus,Cloud computing; Data handling; Data mining; Digital storage; Distributed computer systems; Distributed database systems; Internet; Mining; Online systems; Hadoop; Learning Analytics; Log file; Map-reduce; Performance; Virtual campus; Big data
Data science approach for simulating educational data: Towards the development of teaching outcome model (TOM),"The increasing availability of educational data provides the educational researcher with numerous opportunities to use analytics to extract useful knowledge to enhance teaching and learning. While learning analytics focuses on the collection and analysis of data about students and their learning contexts, teaching analytics focuses on the analysis of the design of the teaching environment and the quality of learning activities provided to students. In this article, we propose a data science approach that incorporates the analysis and delivery of data-driven solution to explore the role of teaching analytics, without compromising issues of privacy, by creating pseudocode that simulates data to help develop test cases of teaching activities. The outcome of this approach is intended to inform the development of a teaching outcome model (TOM), that can be used to inspire and inspect quality of teaching. The simulated approach reported in the research was accomplished through Splunk. Splunk is a Big Data platform designed to collect and analyse high volumes of machine-generated data and render results on a dashboard in real-time. We present the results as a series of visual dashboards illustrating patterns, trends and results in teaching performance. Our research aims to contribute to the development of an educational data science approach to support the culture of data-informed decision making in higher education. © 2018 by the authors. Licensee MDPI, Basel, Switzerland.",Big data; Big data education; Dashboards; Data science; Student evaluation of teaching; Teaching analytics; Teaching output model; Teaching practice,
"A Systematic Literature Review of Business Intelligence Technology, Contribution and Application for Higher Education","Education is one of important program that has always been the goal of the country's strategy to advance the society. Technology is one of various aspect that support the education sector to improve its quality, such as business intelligence. Business intelligence is a technology that is developing today and can help in the decision-making process form large number of data or known as big data analytics. This study identifies the application of business intelligence to the education sector, especially in terms of the technology, contribution, and application using PRISMA. Technology of business intelligence application (Q1) is categorized into two, that are techniques and tools. For the first category, there are four kind of techniques. The techniques are data mining, viable system model (VSM), learning analytics, cloud computing, and behavioural analytics. For the other category, there are several tools that used to apply the business intelligence. The tools are Hadoop, Gephi, BigData by IBM, and web-based. Contributions of business intelligence application (Q2) are knowledge transfer, innovation, and evaluation. Domain application of business intelligence (Q3) are the result of the general form of applying business intelligence to various fields such as research, curriculum, assessment, behaviour analysis, student enrolment, and resource management. © 2018 IEEE.",Big data analytics; Business intelligence; Higher education; PRISMA,Advanced Analytics; Big data; Competitive intelligence; Data Analytics; Data mining; Decision making; Distributed computer systems; Knowledge management; Business intelligence applications; Decision making process; Higher education; PRISMA; Resource management; Systematic literature review; Techniques and tools; Viable System Model; Education computing
Netflixing human capital development: personalized learning technology and the corporatization of K-12 education,"Abstract: Advanced by powerful venture philanthropies, educational technology companies, and the US Department of Education, a growing movement to apply ‘big data’ through ‘learning analytics’ to create ‘personalized learning’ is currently underway in K-12 education in the United States. While scholars have offered various critiques of the corporate school reform agenda, the role of personalized learning technology in the corporatization of public education has not been extensively examined. Through a content analysis of US Department of Education reports, personalized learning advocacy white papers, and published research monographs, this paper details how big data and adaptive learning systems are functioning to redefine educational policy, teaching, and learning in ways that transfer educational decisions from public school classrooms and teachers to private corporate spaces and authorities. The analysis shows that all three types of documents position education within a reductive set of economic rationalities that emphasize human capital development, the expansion of data-driven instruction and decision-making, and a narrow conception of learning as the acquisition of discrete skills and behavior modification detached from broader social contexts and culturally relevant forms of knowledge and inquiry. The paper concludes by drawing out the contradictions inherent to personalized learning technology and corporatization of schooling. It argues that these contradictions necessitate a broad rethinking of the value and purpose of new educational technology. © 2016 Informa UK Limited, trading as Taylor & Francis Group.",big data; corporatization; educational technology; Personalized learning,
Learning analytics and higher education: a proposed model for establishing informed consent mechanisms to promote student privacy and autonomy,"By tracking, aggregating, and analyzing student profiles along with students’ digital and analog behaviors captured in information systems, universities are beginning to open the black box of education using learning analytics technologies. However, the increase in and usage of sensitive and personal student data present unique privacy concerns. I argue that privacy-as-control of personal information is autonomy promoting, and that students should be informed about these information flows and to what ends their institution is using them. Informed consent is one mechanism by which to accomplish these goals, but Big Data practices challenge the efficacy of this strategy. To ensure the usefulness of informed consent, I argue for the development of Platform for Privacy Preferences (P3P) technology and assert that privacy dashboards will enable student control and consent mechanisms, while providing an opportunity for institutions to justify their practices according to existing norms and values. © 2019, The Author(s).",Autonomy; Higher education; Informed consent; Learning analytics; Student privacy,
Using a glicko-based algorithm to measure in-course learning,"One significant challenge in the field of measuring ability is measuring the current ability of a learner while they are learning. Many forms of inference become computationally complex in the presence of time-dependent learner ability, and are not feasible to implement in an online context. In this paper, we demonstrate an approach which can estimate learner skill over time even in the presence of large data sets. We use a rating system derived from the Elo rating system and its relatives, which are commonly used in chess and sports tournaments. A learner's submission of a course assignment is interpreted as a single match. We apply this approach to Coursera's online learning platform, which includes millions of learners who have submitted assignments tens of millions of times in over 3000 courses. We demonstrate that this provides reliable estimates of item difficulty and learner ability. Finally, we address how this scoring framework may be used as a basis for various applications that account for a learner's ability, such as adaptive diagnostic tests and personalized recommendations. © EDM 2019 - Proceedings of the 12th International Conference on Educational Data Mining. All rights reserved.",Adaptive learning; Knowledge tracing; Student ability estimation; Student modeling,Data mining; Current ability; Diagnostic tests; Elo rating systems; Item difficulties; Online learning; Personalized recommendation; Reliable estimates; Time dependent; E-learning
Student and Staff Perspectives on the Use of Big Data in the Tertiary Education Sector: A Scoping Review and Reflection on the Ethical Issues,"While universities routinely use student data to monitor and predict student performance, there has been limited engagement with student and staff views, social and ethical issues, policy development, and ethical guidance. We reviewed peer-reviewed and grey-literature articles of 2007 to 2018 describing the perspectives of staff and students in tertiary education on the use of student-generated data in data analytics, including learning analytics. We used an ethics framework to categorize the findings. There was considerable variation but generally low awareness and understanding amongst students and staff about the nature and extent of data collection, data analytics, and use of predictive analytics. Staff and students identified potential benefits but also expressed concerns about misinterpretation of data, constant surveillance, poor transparency, inadequate support, and potential to impede active learning. This review supports the contention that consideration of ethical issues has failed to keep pace with the development of predictive analytics in the tertiary sector. © 2020 AERA.",big data; data analytics; ethics; perspectives; tertiary education,
